ModuleID,PartID,Correct Answer,First Response Count,Last Response Count,ValueID,AnswerValue,Variant,Problem Display Name,Question
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,4,5,[choice_0|choice_1|choice_2|choice_4],[Project Manager|Product Manager|System Teams|Construction Teams],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,5,2,[choice_0|choice_1|choice_4|choice_5],[Project Manager|Product Manager|Construction Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,5,3,[choice_1|choice_2|choice_4|choice_5],[Product Manager|System Teams|Construction Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,6,1,[choice_0|choice_2|choice_3],[Project Manager|System Teams|Architecture Teams],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,6,1,[choice_3|choice_4|choice_5],[Architecture Teams|Construction Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,7,3,[choice_2|choice_3|choice_4],[System Teams|Architecture Teams|Construction Teams],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,8,0,[choice_3],[Architecture Teams],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,9,2,[choice_0|choice_3|choice_5],[Project Manager|Architecture Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,11,0,[choice_5],[Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,11,2,[choice_0],[Project Manager],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,11,3,[choice_0|choice_1|choice_3|choice_4],[Project Manager|Product Manager|Architecture Teams|Construction Teams],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,14,5,[choice_0|choice_3|choice_4|choice_5],[Project Manager|Architecture Teams|Construction Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,17,3,[choice_0|choice_2|choice_3|choice_4],[Project Manager|System Teams|Architecture Teams|Construction Teams],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,18,2,[choice_1|choice_2|choice_5],[Product Manager|System Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,26,5,[choice_0|choice_1|choice_2|choice_5],[Project Manager|Product Manager|System Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,27,2,[choice_1|choice_2|choice_3],[Product Manager|System Teams|Architecture Teams],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,30,1,[choice_1|choice_3|choice_5],[Product Manager|Architecture Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,33,5,[choice_1|choice_2|choice_3|choice_4],[Product Manager|System Teams|Architecture Teams|Construction Teams],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,33,6,[choice_1|choice_3|choice_4|choice_5],[Product Manager|Architecture Teams|Construction Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,41,11,[choice_0|choice_1|choice_3|choice_5],[Project Manager|Product Manager|Architecture Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,44,4,[choice_0|choice_1|choice_2|choice_3],[Project Manager|Product Manager|System Teams|Architecture Teams],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,59,2,[choice_2|choice_3|choice_5],[System Teams|Architecture Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,145,11,[choice_0|choice_2|choice_3|choice_5],[Project Manager|System Teams|Architecture Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,0,169,15,[choice_2|choice_3|choice_4|choice_5],[System Teams|Architecture Teams|Construction Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520b7a0f14a84fb0a923fd8a23428275,520b7a0f14a84fb0a923fd8a23428275_2_1,1,1058,1740,[choice_1|choice_2|choice_3|choice_5],[Product Manager|System Teams|Architecture Teams|Release Train Engineer],,Question 1,"SAFe introduces many new roles to the Agile framework beyond the Scrum’s three major roles of Product Owner, Scrum Master, and Development Team. What are these new roles (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520c84ea86984a8ab219d8dd3f986e98,520c84ea86984a8ab219d8dd3f986e98_2_1,0,1,0,choice_0,"Waterfall, Spiral, and Iterative",,Question 1,The history of Agile is a total quality revolution. What are the three management revolutions that led to the evolution of Agile?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520c84ea86984a8ab219d8dd3f986e98,520c84ea86984a8ab219d8dd3f986e98_2_1,0,1,0,choice_3,"Rapid Application Development, Dynamic System Development Methodology, and Extreme Programming",,Question 1,The history of Agile is a total quality revolution. What are the three management revolutions that led to the evolution of Agile?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@520c84ea86984a8ab219d8dd3f986e98,520c84ea86984a8ab219d8dd3f986e98_2_1,1,4,6,choice_2,"Total Quality Management, Toyota Production System, and Theory of Constraints",,Question 1,The history of Agile is a total quality revolution. What are the three management revolutions that led to the evolution of Agile?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,0,1,[choice_0|choice_1|choice_2|choice_3|choice_4],"[Take an economic view|Manage work in small batches|Plan on cadence, release on demand|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,0,1,[choice_1|choice_3|choice_4],[Manage work in small batches|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems],,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,0,[choice_0|choice_2|choice_4],"[Take an economic view|Plan on cadence, release on demand|Base milestones on objective evaluation of working systems]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,0,[choice_0|choice_2|choice_5],"[Take an economic view|Plan on cadence, release on demand|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,0,[choice_1],[Manage work in small batches],,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,0,[choice_1|choice_2|choice_3|choice_4|choice_5],"[Manage work in small batches|Plan on cadence, release on demand|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,0,[choice_1|choice_3|choice_5],"[Manage work in small batches|Use Scrum processes at the Team level with Product Owners|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,0,[choice_2|choice_3|choice_4],"[Plan on cadence, release on demand|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,0,[choice_2|choice_4|choice_5],"[Plan on cadence, release on demand|Base milestones on objective evaluation of working systems|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,0,[choice_3],[Use Scrum processes at the Team level with Product Owners],,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,0,[choice_3|choice_5],"[Use Scrum processes at the Team level with Product Owners|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,0,[choice_5],"[Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,1,[choice_0|choice_2|choice_3|choice_4|choice_5],"[Take an economic view|Plan on cadence, release on demand|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,2,[choice_0|choice_1|choice_3|choice_4],[Take an economic view|Manage work in small batches|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems],,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,1,4,[choice_0|choice_1|choice_2|choice_3],"[Take an economic view|Manage work in small batches|Plan on cadence, release on demand|Use Scrum processes at the Team level with Product Owners]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,2,0,[choice_0|choice_1|choice_2|choice_4|choice_5],"[Take an economic view|Manage work in small batches|Plan on cadence, release on demand|Base milestones on objective evaluation of working systems|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,3,1,[choice_0|choice_1|choice_2|choice_4],"[Take an economic view|Manage work in small batches|Plan on cadence, release on demand|Base milestones on objective evaluation of working systems]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,5,4,[choice_0|choice_2|choice_3|choice_4],"[Take an economic view|Plan on cadence, release on demand|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,7,1,[choice_1|choice_2|choice_3|choice_4],"[Manage work in small batches|Plan on cadence, release on demand|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,7,5,[choice_1|choice_2|choice_4|choice_5],"[Manage work in small batches|Plan on cadence, release on demand|Base milestones on objective evaluation of working systems|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,8,2,[choice_0|choice_3|choice_4|choice_5],"[Take an economic view|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,9,4,[choice_0|choice_1|choice_4|choice_5],"[Take an economic view|Manage work in small batches|Base milestones on objective evaluation of working systems|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,10,1,[choice_0|choice_1|choice_2|choice_5],"[Take an economic view|Manage work in small batches|Plan on cadence, release on demand|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,10,2,[choice_0|choice_1|choice_3|choice_5],"[Take an economic view|Manage work in small batches|Use Scrum processes at the Team level with Product Owners|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,18,10,[choice_0|choice_2|choice_3|choice_5],"[Take an economic view|Plan on cadence, release on demand|Use Scrum processes at the Team level with Product Owners|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,18,10,[choice_2|choice_3|choice_4|choice_5],"[Plan on cadence, release on demand|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,21,6,[choice_1|choice_2|choice_3|choice_5],"[Manage work in small batches|Plan on cadence, release on demand|Use Scrum processes at the Team level with Product Owners|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,0,25,6,[choice_1|choice_3|choice_4|choice_5],"[Manage work in small batches|Use Scrum processes at the Team level with Product Owners|Base milestones on objective evaluation of working systems|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@561606f8a84940719420b13241955c7d,561606f8a84940719420b13241955c7d_2_1,1,394,489,[choice_0|choice_2|choice_4|choice_5],"[Take an economic view|Plan on cadence, release on demand|Base milestones on objective evaluation of working systems|Visualize and limit WIP, reduce batch sizes, and manage queue lengths]",,SAFe All By Myself,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@58c16dabbc8c42e39706a8e6ab728a10,58c16dabbc8c42e39706a8e6ab728a10_2_1,0,140,12,choice_2,Comprehensive documentation and strict rule enforcement,,Question 2,"In the project of Navy Energy, the scope was to build decisions support systems for projects to identify and select $500M in energy investments. As a result, this project brought a fifty-dollar/dollar return on investment (ROI 50) to Navy. What is the key to success of this project?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@58c16dabbc8c42e39706a8e6ab728a10,58c16dabbc8c42e39706a8e6ab728a10_2_1,0,190,11,choice_1,A large release with all major fixes completed in the first release,,Question 2,"In the project of Navy Energy, the scope was to build decisions support systems for projects to identify and select $500M in energy investments. As a result, this project brought a fifty-dollar/dollar return on investment (ROI 50) to Navy. What is the key to success of this project?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@58c16dabbc8c42e39706a8e6ab728a10,58c16dabbc8c42e39706a8e6ab728a10_2_1,0,512,15,choice_0,A specific and fixed scope for better decisions,,Question 2,"In the project of Navy Energy, the scope was to build decisions support systems for projects to identify and select $500M in energy investments. As a result, this project brought a fifty-dollar/dollar return on investment (ROI 50) to Navy. What is the key to success of this project?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@58c16dabbc8c42e39706a8e6ab728a10,58c16dabbc8c42e39706a8e6ab728a10_2_1,1,3850,4654,choice_3,Iterative improvement of the business process for making decisions,,Question 2,"In the project of Navy Energy, the scope was to build decisions support systems for projects to identify and select $500M in energy investments. As a result, this project brought a fifty-dollar/dollar return on investment (ROI 50) to Navy. What is the key to success of this project?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5b8719d5ff9d4ca78b4bb508baf72347,5b8719d5ff9d4ca78b4bb508baf72347_2_1,0,19,5,choice_2,A set of documented product requirements and specifications,,Sprint Delivery Please!,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5b8719d5ff9d4ca78b4bb508baf72347,5b8719d5ff9d4ca78b4bb508baf72347_2_1,0,33,1,choice_0,A completed product,,Sprint Delivery Please!,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5b8719d5ff9d4ca78b4bb508baf72347,5b8719d5ff9d4ca78b4bb508baf72347_2_1,0,149,0,choice_1,A released product with testable functionality,,Sprint Delivery Please!,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5b8719d5ff9d4ca78b4bb508baf72347,5b8719d5ff9d4ca78b4bb508baf72347_2_1,1,521,716,choice_3,A product increment that is potentially ready for customer delivery,,Sprint Delivery Please!,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,0,1,[choice_0|choice_1|choice_3|choice_5],[Stakeholder|Product Owner|Agile Project Manager|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,0,2,[choice_0|choice_1|choice_3|choice_4|choice_5],[Stakeholder|Product Owner|Agile Project Manager|Architecture Lead|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,0,5,[choice_0|choice_2|choice_3],[Stakeholder|Agile Master|Agile Project Manager],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,1,0,[choice_0|choice_1],[Stakeholder|Product Owner],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,1,0,[choice_1],[Product Owner],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,1,0,[choice_3|choice_4],[Agile Project Manager|Architecture Lead],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,1,1,[choice_2],[Agile Master],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,1,2,[choice_0|choice_2|choice_5],[Stakeholder|Agile Master|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,1,2,[choice_1|choice_2|choice_3],[Product Owner|Agile Master|Agile Project Manager],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,1,2,[choice_1|choice_2|choice_5],[Product Owner|Agile Master|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,1,4,[choice_2|choice_3|choice_4],[Agile Master|Agile Project Manager|Architecture Lead],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,1,7,[choice_1|choice_2|choice_4],[Product Owner|Agile Master|Architecture Lead],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,1,12,[choice_1|choice_3|choice_5],[Product Owner|Agile Project Manager|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,2,0,[choice_0|choice_1|choice_3|choice_4],[Stakeholder|Product Owner|Agile Project Manager|Architecture Lead],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,3,1,[choice_0|choice_1|choice_4|choice_5],[Stakeholder|Product Owner|Architecture Lead|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,4,4,[choice_2|choice_3|choice_5],[Agile Master|Agile Project Manager|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,6,17,[choice_2|choice_4|choice_5],[Agile Master|Architecture Lead|Technical Expert],,Question 17,
